iter	MultiClass
160	0.3275982989
161	0.3260398589
162	0.3254019047
163	0.3236030741
164	0.322774623
165	0.3222034531
166	0.3213657742
167	0.3207884593
168	0.3200241705
169	0.3196025125
170	0.3190517653
171	0.3178212701
172	0.3172431073
173	0.3164329909
174	0.3149450709
175	0.3137167131
176	0.3129546266
177	0.3119986902
178	0.3114302331
179	0.3108789666
180	0.3096542705
181	0.308589653
182	0.3079858304
183	0.3069201197
184	0.3057933341
185	0.3053084977
186	0.3047580382
187	0.3041419655
188	0.3034584839
189	0.302821952
190	0.301897915
191	0.3014738505
192	0.300886117
193	0.3004495433
194	0.2995163102
195	0.2991847161
196	0.2982366704
197	0.2972759607
198	0.2966544048
199	0.2960098388
200	0.2953963495
201	0.2939364686
202	0.2930048875
203	0.2923604753
204	0.2917239239
205	0.2902751992
206	0.2897905802
207	0.2887617039
208	0.287645882
209	0.2872667477
210	0.2867888114
211	0.2858746829
212	0.2852968572
213	0.2848541571
214	0.2839425499
215	0.2827370582
216	0.2810302091
217	0.2803651737
218	0.2799360748
219	0.2795400745
220	0.2792047876
221	0.2787889613
222	0.2783946695
223	0.2778872055
224	0.2774325004
225	0.2770252502
226	0.2762961654
227	0.2757419757
228	0.2752732559
229	0.2744780394
230	0.2740632587
231	0.2736148491
232	0.2730231554
233	0.2723460626
234	0.2715561182
235	0.2710745222
236	0.270485798
237	0.27006489
238	0.2694673891
239	0.2689330107
240	0.2687156837
241	0.268157713
242	0.2677995957
243	0.2668337642
244	0.26633087
245	0.265605879
246	0.2652315821
247	0.265008534
248	0.2645902645
249	0.2638374271
250	0.2635945735
251	0.2628851093
252	0.2625243003
253	0.2618730313
254	0.2609561782
255	0.2605014172
256	0.2600456179
257	0.2596512507
258	0.2591669243
259	0.2588360282
260	0.2583583103
261	0.2574479623
262	0.2565476039
263	0.2549792064
264	0.2542403725
265	0.2537751976
266	0.253321825
267	0.2529377147
268	0.2522115078
269	0.2514317224
270	0.250799739
271	0.2499687727
272	0.2489008473
273	0.2484529373
274	0.2479166975
275	0.2474881901
276	0.2470531505
277	0.2459504858
278	0.2454288445
279	0.2447510799
280	0.2437271937
281	0.2432118156
282	0.2428662292
283	0.2425421167
284	0.241690694
285	0.240722289
286	0.2404946162
287	0.2398066938
288	0.2392928459
289	0.2384222221
290	0.2380074575
291	0.2372962255
292	0.2369067668
293	0.2361343662
294	0.2354243555
295	0.2349838151
296	0.2346128789
297	0.2343775654
298	0.2340842704
299	0.2337934785
300	0.2334407163
301	0.2329276523
302	0.2325361212
303	0.2321662887
304	0.2318699891
305	0.2313186183
306	0.2310761151
307	0.230643281
308	0.2301783928
309	0.2297630877
310	0.2287256436
311	0.2280180795
312	0.2277590185
313	0.2272041694
314	0.2269433745
315	0.2266986663
316	0.2262803525
317	0.2259968797
318	0.2256954473
319	0.2250802805
320	0.2246403689
321	0.2242583831
322	0.2238449498
323	0.2236112562
324	0.2233144519
325	0.222973493
326	0.2223816752
327	0.2218831249
328	0.2214087647
329	0.2210376207
330	0.2207901866
331	0.2205678098
332	0.2201655734
333	0.2198865576
334	0.2196883098
335	0.2194385098
336	0.2192565456
337	0.2188997638
338	0.2186379509
339	0.2181164119
340	0.2178326684
341	0.2173048688
342	0.2171280186
343	0.216618317
344	0.215992236
345	0.2157313491
346	0.2153613107
347	0.214965884
348	0.214779261
349	0.214489625
350	0.2141108471
351	0.2138564317
352	0.2136346565
353	0.2131669517
354	0.2129704897
355	0.2127287726
356	0.2125339464
357	0.2123127196
358	0.2121226289
359	0.2115888209
360	0.2111771521
361	0.2109860204
362	0.2106636305
363	0.2104547996
364	0.2101166316
365	0.2096039296
366	0.2093312701
367	0.2090885972
368	0.208896769
369	0.2081893843
370	0.2074859658
371	0.2071966215
372	0.2069469445
373	0.2065377029
374	0.2059491695
375	0.2056146627
376	0.204467956
377	0.2041889746
378	0.2039829216
379	0.203742212
380	0.2034009183
381	0.2031265678
382	0.2024350928
383	0.2022769532
384	0.2020303973
385	0.2017768248
386	0.2015731576
387	0.2012905585
388	0.2010239726
389	0.2007836853
390	0.2006195063
391	0.2002154526
392	0.1999238568
393	0.1996880956
394	0.1995144998
395	0.1991631686
396	0.1989838797
397	0.1987180573
398	0.1984304766
399	0.1973734006
400	0.1968239601
401	0.1962459337
402	0.1960040127
403	0.1957905382
404	0.1956151171
405	0.1948434773
406	0.1945975812
407	0.1941568986
408	0.1936473143
409	0.1931757125
410	0.1928719272
411	0.1926571406
412	0.1925041537
413	0.1921492188
414	0.1919466123
415	0.1915176571
416	0.1912375781
417	0.1908243253
418	0.1901674648
419	0.1895567074
420	0.1893844352
421	0.1892070601
422	0.1887416021
423	0.1880589317
424	0.1878605943
425	0.1873914449
426	0.1870467502
427	0.1865404987
428	0.1862094769
429	0.1858914369
430	0.1856089725
431	0.1851934993
432	0.1849804209
433	0.1847941242
434	0.1844598412
435	0.1842411583
436	0.1840348054
437	0.1835873304
438	0.1834066685
439	0.1831882521
440	0.1829730885
441	0.1827561103
442	0.1825890948
443	0.1824368732
444	0.1821751721
445	0.1819206154
446	0.1815851335
447	0.1810731493
448	0.1808572122
449	0.180667096
450	0.1804897192
451	0.180315771
452	0.1801248158
453	0.1799222329
454	0.1796098097
455	0.179364956
456	0.1790979201
457	0.1787115394
458	0.1785900489
459	0.1784723768
460	0.1783048502
461	0.1780312984
462	0.1777174925
463	0.1774886731
464	0.177205049
465	0.1770301649
466	0.176404413
467	0.1761865961
468	0.1759568313
469	0.1757551148
470	0.1754759186
471	0.1751691117
472	0.1749823164
473	0.1747776709
474	0.1745147442
475	0.17420208
476	0.1740510179
477	0.1738511867
478	0.1732862104
479	0.1731241344
480	0.1727410324
481	0.172410659
482	0.1718774393
483	0.1717074294
484	0.1712710416
485	0.170906937
486	0.1707330109
487	0.1704729357
488	0.1703001954
489	0.1698948514
490	0.1696166464
491	0.169391563
492	0.168999716
493	0.1687375532
494	0.168385497
495	0.1682679094
496	0.1680415309
497	0.1675709061
498	0.1673628922
499	0.1671730945
500	0.1670152501
501	0.1668824951
502	0.1667623279
503	0.1666161535
504	0.1664999469
505	0.1663266603
506	0.1660065772
507	0.1657042877
508	0.1654943657
509	0.1651484022
510	0.1649448242
511	0.1648205989
512	0.1646664869
513	0.1642125713
514	0.1639848918
515	0.1635667862
516	0.1634202489
517	0.1632828903
518	0.1631318094
519	0.1629487557
520	0.1628331466
521	0.1624027967
522	0.1618062866
523	0.1616170079
524	0.1614155744
525	0.1611364128
526	0.1606095674
527	0.1604846077
528	0.1603354217
529	0.1601185835
530	0.1598754695
531	0.1592968918
532	0.1591097561
533	0.1589572692
534	0.1588045029
535	0.1586060048
536	0.1579387173
537	0.1575639034
538	0.1572335773
539	0.1570896336
540	0.1568644789
541	0.1567036282
542	0.1565437076
543	0.1562083681
544	0.1558191506
545	0.1556914819
546	0.1555044296
547	0.1553165036
548	0.1551980886
549	0.1550291851
550	0.1548581333
551	0.1546711184
552	0.1544148842
553	0.1543148822
554	0.1541736147
555	0.1539845647
556	0.1537454042
557	0.153503113
558	0.1532939689
559	0.1531215667
560	0.1528251776
561	0.1526275102
562	0.1522322708
563	0.1521186189
564	0.1519003488
565	0.1517405955
566	0.1515167423
567	0.1513508082
568	0.1512254119
569	0.1508867081
570	0.1503973198
571	0.1500826233
572	0.1497726263
573	0.1496254924
574	0.149422782
575	0.1492574179
576	0.1490468298
577	0.1488618451
578	0.1487414326
579	0.14844356
580	0.1483006031
581	0.1480147437
582	0.1478944677
583	0.1477139999
584	0.147563696
585	0.1473267263
586	0.1472171082
587	0.1469640526
588	0.1465078118
589	0.1462755267
590	0.1462031477
591	0.1460935598
592	0.1458087943
593	0.1456792972
594	0.1454528587
595	0.1451695869
596	0.1449620207
597	0.1448129375
598	0.1446618831
599	0.1444989131
600	0.1443308577
601	0.1440206344
602	0.1438224775
603	0.1436711584
604	0.1435130677
605	0.1433796968
606	0.1431780757
607	0.1429725029
608	0.1427946932
609	0.1425986662
610	0.142403937
611	0.142281615
612	0.1421420024
613	0.1420375309
614	0.1419330807
615	0.1416444483
616	0.1414750869
617	0.14135232
618	0.1412134179
619	0.1411139408
620	0.1409111199
621	0.1408054792
622	0.1406098283
623	0.1404170327
624	0.1400951997
625	0.1400077243
626	0.1393109889
627	0.1391489366
628	0.138971199
629	0.1387727252
630	0.1385660933
631	0.138433222
632	0.1382913883
633	0.1381535256
634	0.1380114869
635	0.1378735577
636	0.1376566614
637	0.1374123411
638	0.1372904457
639	0.1371160883
640	0.1370155363
641	0.1369079
642	0.136659968
643	0.1364937668
644	0.1363332885
645	0.1361818549
646	0.1360652488
647	0.1359184932
648	0.1357576299
649	0.135652821
650	0.1354192099
651	0.1351267739
652	0.1349692941
653	0.1348521354
654	0.1346735094
655	0.1344351516
656	0.1343048473
657	0.1341805009
658	0.1340508665
659	0.1339699725
660	0.1338676825
661	0.1337618247
662	0.1335717133
663	0.1332366614
664	0.1330604672
665	0.1329853593
666	0.132786394
667	0.1326227328
668	0.1322192529
669	0.1320868884
670	0.1319697026
671	0.1318055146
672	0.1317271349
673	0.1315495344
674	0.1314350604
675	0.1310032745
676	0.1305993806
677	0.1304758471
678	0.1303470913
679	0.1301129834
680	0.1297831954
681	0.129711321
682	0.129496623
683	0.1293964647
684	0.129282106
685	0.1290614099
686	0.1288558571
687	0.128710431
688	0.1285467065
689	0.1284366604
690	0.1282942172
691	0.1281634548
692	0.1280830857
693	0.1278789476
694	0.1276951946
695	0.1276194407
696	0.1275107018
697	0.1272025922
698	0.1270518602
699	0.1269654355
700	0.1267385799
701	0.126564093
702	0.1264399867
703	0.1263128813
704	0.1262166518
705	0.1261179303
706	0.125967008
707	0.1258866659
708	0.125765956
709	0.1255255254
710	0.1253877843
711	0.1252486687
712	0.1250857267
713	0.1249209284
714	0.1248363916
715	0.1247578715
716	0.1245959261
717	0.1244664778
718	0.1243312324
719	0.1241986066
720	0.12398835
721	0.1236914642
722	0.123487208
723	0.1233648191
724	0.1230772159
725	0.1230056854
726	0.1228502237
727	0.1226853957
728	0.122575626
729	0.1224924288
730	0.1222206767
731	0.1220735987
732	0.1220126613
733	0.1219339083
734	0.1217761636
735	0.1216646788
736	0.121561884
737	0.12143845
738	0.1213031051
739	0.1211928328
740	0.1210776229
741	0.120905131
742	0.1207186075
743	0.1205731972
744	0.1204563684
745	0.1203719789
746	0.1202477406
747	0.1201672941
748	0.1200434064
749	0.1199659588
750	0.1198586253
751	0.119699558
752	0.1196214827
753	0.119540815
754	0.1194071535
755	0.119263133
756	0.1191784634
757	0.1190554346
758	0.1188162345
759	0.1187529786
760	0.1185653343
761	0.1184844472
762	0.1184212877
763	0.1183019325
764	0.1181780084
765	0.117916558
766	0.1177319171
767	0.1176616721
768	0.1175659776
769	0.1175091535
770	0.1173895372
771	0.1168004725
772	0.1166881787
773	0.1165967637
774	0.1165227193
775	0.1164602339
776	0.1163341313
777	0.1162426698
778	0.1161277323
779	0.1160530355
780	0.1159903562
781	0.1158008647
782	0.1157363934
783	0.1156614871
784	0.1155522856
785	0.1154576538
786	0.1153693196
787	0.1153101125
788	0.1151560683
789	0.1150925108
790	0.1149490461
791	0.1148736065
792	0.1147858744
793	0.1147189348
794	0.1146229306
795	0.1145216319
796	0.1144455666
797	0.1143371927
798	0.1141504071
799	0.1140430208
800	0.113890734
801	0.1137306694
802	0.1135600745
803	0.113436602
804	0.1133500997
805	0.1132842279
806	0.113177814
807	0.1131343985
808	0.1130126855
809	0.1129041422
810	0.112719281
811	0.1126376957
812	0.1125316188
813	0.1123569923
814	0.1123022022
815	0.1122179916
816	0.1118292458
817	0.1117677745
818	0.1116897146
819	0.1115502446
820	0.1112269281
821	0.1111604518
822	0.1110765343
823	0.1110033394
824	0.1109492062
825	0.1108451836
826	0.1106672945
827	0.1104746108
828	0.1103890062
829	0.1102945174
830	0.1100956323
831	0.1100056575
832	0.1098702436
833	0.1097885379
834	0.1096999968
835	0.1094741155
836	0.1093781723
837	0.1092742886
838	0.1091202775
839	0.1087658478
840	0.1086740418
841	0.1086131702
842	0.1084963353
843	0.1084023334
844	0.1083283633
845	0.1081145088
846	0.108046316
847	0.1077650325
848	0.1074286522
849	0.1073225772
850	0.1071249557
851	0.1069938853
852	0.1067750109
853	0.1067214203
854	0.1065844082
855	0.1065201377
856	0.1063940634
857	0.1063541878
858	0.1061632545
859	0.1061062314
860	0.1060078886
861	0.105907657
862	0.1058527752
863	0.1057652736
864	0.1056907805
865	0.1056267355
866	0.1055755515
867	0.1054194294
868	0.1052333503
869	0.1051193676
870	0.1050222979
871	0.1049422992
872	0.1048407617
873	0.1047991955
874	0.1047577782
875	0.1046584321
876	0.1045788999
877	0.1043586518
878	0.1042971546
879	0.1041567734
880	0.1041211934
881	0.1040403701
882	0.1039655998
883	0.1038492637
884	0.1037505158
885	0.1036975753
886	0.1036089205
887	0.1034827133
888	0.1034344313
889	0.1033887944
890	0.103329532
891	0.103268194
892	0.1031671919
893	0.1030785463
894	0.1030084857
895	0.1028674236
896	0.1027313606
897	0.1026511739
898	0.1025903856
899	0.1025100342
900	0.1024273419
901	0.1023513298
902	0.1022503178
903	0.102055252
904	0.1019977309
905	0.1019379774
906	0.1018229961
907	0.1017679681
908	0.1017008413
909	0.1016475831
910	0.1015612611
911	0.1015068725
912	0.1014588099
913	0.1013856564
914	0.1012403085
915	0.1011496687
916	0.1010754461
917	0.1009644626
918	0.100905042
919	0.1008493589
920	0.1007818349
921	0.1007349629
922	0.1006870772
923	0.1005827066
924	0.1005141825
925	0.1004582513
926	0.1003971067
927	0.1002989747
928	0.1002431099
929	0.1001775231
930	0.1000713263
931	0.100014032
932	0.09984440826
933	0.09964928905
934	0.09958934082
935	0.09952438789
936	0.09940863748
937	0.09934485376
938	0.09928239132
939	0.09921838366
940	0.09913018135
941	0.09906908248
942	0.09894864094
943	0.09887929416
944	0.0987981789
945	0.09867577648
946	0.09864362597
947	0.09856315585
948	0.0983568914
949	0.09828427064
950	0.0982253974
951	0.09817584435
952	0.09811763457
953	0.09800317171
954	0.09788304702
955	0.09783104551
956	0.09774417562
957	0.09763917591
958	0.09750380502
959	0.09745570448
960	0.09739934066
961	0.09729441664
962	0.09721517322
963	0.09710753306
964	0.09692179655
965	0.0968211601
966	0.09658312033
967	0.09651821603
968	0.0964881128
969	0.09640694928
970	0.09632456204
971	0.09603599428
972	0.09598591691
973	0.09588077258
974	0.09576186044
975	0.09569424427
976	0.09556990729
977	0.09546511696
978	0.09539598654
979	0.09534021954
980	0.09517532028
981	0.09508565164
982	0.09498282796
983	0.0949338095
984	0.09484750526
985	0.09468370991
986	0.09460578171
987	0.09453438854
988	0.09446481014
989	0.09442149723
990	0.09432591536
991	0.09427624876
992	0.09414631025
993	0.09410526513
994	0.09406863672
995	0.09394623102
996	0.09386375294
997	0.09380752379
998	0.09373625854
999	0.09368076719
